DOY_365,Tmin_C,Tmax_C,Tavg_C,PRCP_mm
177.0,21.254545454545454,31.40909090909091,26.39090909090909,2.963636363636364
178.0,21.527272727272727,29.754545454545454,25.531818181818185,10.236363636363636
179.0,21.10909090909091,30.463636363636365,25.586363636363636,2.0090909090909093
180.0,21.10909090909091,32.18181818181818,26.45909090909091,0.09090909090909091
181.0,22.572727272727274,33.027272727272724,27.718181818181815,1.2545454545454546
182.0,21.927272727272726,31.91818181818182,26.877272727272725,9.836363636363636
183.0,22.072727272727274,31.163636363636364,26.595454545454547,1.2999999999999998
184.0,21.918181818181818,31.5,26.686363636363637,3.563636363636364
185.0,22.681818181818183,31.55454545454546,26.795454545454547,3.9
186.0,23.536363636363635,32.22727272727273,27.227272727272727,2.4818181818181815
187.0,23.927272727272726,33.03636363636363,28.318181818181817,5.081818181818182
188.0,23.7,32.127272727272725,27.84090909090909,6.681818181818182
189.0,23.327272727272728,32.11818181818182,27.70909090909091,12.745454545454548
190.0,22.545454545454547,31.718181818181815,26.736363636363638,15.509090909090908
191.0,22.972727272727273,31.472727272727273,27.08181818181818,0.3272727272727272
192.0,23.036363636363635,32.61818181818182,27.63181818181818,2.2454545454545456
193.0,23.236363636363635,32.26363636363636,27.577272727272728,1.3909090909090909
194.0,23.645454545454548,32.79090909090909,27.79090909090909,0.7727272727272727
195.0,23.236363636363635,33.79090909090909,28.29090909090909,5.3545454545454545
196.0,23.41818181818182,32.872727272727275,28.145454545454548,0.20909090909090908
197.0,23.172727272727272,33.24545454545454,27.995454545454546,4.890909090909091
198.0,23.527272727272727,33.47272727272727,28.177272727272726,8.254545454545456
199.0,24.136363636363637,32.627272727272725,27.972727272727273,1.1090909090909091
200.0,24.036363636363635,33.59090909090909,28.38181818181818,2.4727272727272727
201.0,24.09090909090909,33.690909090909095,28.786363636363635,0.3909090909090909
202.0,23.727272727272727,32.872727272727275,28.404545454545453,12.536363636363637
203.0,22.245454545454546,32.127272727272725,26.86818181818182,10.372727272727273
204.0,22.672727272727272,31.572727272727274,26.922727272727272,7.918181818181818
205.0,22.981818181818184,31.61818181818182,26.99090909090909,2.772727272727273
206.0,22.818181818181817,32.58181818181818,27.363636363636363,5.245454545454545
207.0,23.29090909090909,32.27272727272727,27.431818181818183,1.481818181818182
208.0,23.79090909090909,33.190909090909095,28.077272727272728,3.8818181818181823
209.0,23.636363636363637,33.163636363636364,28.35909090909091,10.0
210.0,23.336363636363636,32.47272727272727,27.44545454545454,3.5
211.0,23.227272727272727,31.663636363636364,27.35909090909091,3.6090909090909093
212.0,22.418181818181818,31.099999999999998,26.35909090909091,4.254545454545454
213.0,22.154545454545453,31.163636363636364,26.268181818181816,2.5727272727272728
214.0,22.636363636363637,31.718181818181815,26.8,2.5454545454545454
215.0,21.8,30.50909090909091,26.072727272727274,2.4272727272727272
216.0,22.054545454545455,31.563636363636363,26.404545454545453,8.218181818181819
217.0,22.28181818181818,31.30909090909091,26.345454545454547,0.0
218.0,22.672727272727272,31.254545454545454,26.654545454545453,3.872727272727273
219.0,22.263636363636365,30.345454545454547,26.072727272727274,9.209090909090909
220.0,22.318181818181817,31.145454545454548,26.095454545454547,2.5818181818181816
221.0,22.21818181818182,31.40909090909091,26.599999999999998,4.154545454545455
222.0,21.972727272727273,31.5,26.663636363636364,4.381818181818182
223.0,22.536363636363635,31.91818181818182,26.70909090909091,2.6545454545454548
224.0,22.71818181818182,32.10909090909091,27.099999999999998,2.627272727272727
225.0,22.61818181818182,31.509090909090904,27.00909090909091,1.9181818181818182
226.0,22.37272727272727,31.718181818181815,26.690909090909088,7.990909090909091
227.0,22.263636363636365,31.00909090909091,26.477272727272727,5.4818181818181815
228.0,22.027272727272727,31.363636363636363,26.172727272727272,4.109090909090909
229.0,22.463636363636365,32.47272727272727,27.236363636363638,4.190909090909091
230.0,22.672727272727272,31.218181818181815,26.504545454545454,2.036363636363636
231.0,22.227272727272727,31.218181818181815,26.413636363636364,0.4454545454545454
232.0,21.163636363636364,30.154545454545453,25.586363636363636,6.663636363636363
233.0,21.62727272727273,29.645454545454548,25.263636363636362,8.209090909090909
234.0,21.29090909090909,30.136363636363637,25.463636363636365,0.11818181818181818
235.0,19.945454545454545,29.69090909090909,24.75909090909091,0.9272727272727272
236.0,20.599999999999998,30.254545454545454,25.263636363636362,1.0636363636363637
237.0,20.754545454545454,30.754545454545454,25.654545454545453,1.2090909090909092
238.0,20.90909090909091,30.7,25.486363636363638,1.6090909090909091
239.0,21.66363636363636,30.818181818181817,25.995454545454546,0.6
240.0,21.70909090909091,31.154545454545453,26.177272727272726,3.4454545454545453
241.0,21.70909090909091,30.454545454545453,25.636363636363637,5.2
242.0,20.963636363636365,30.30909090909091,25.327272727272728,0.5181818181818182
243.0,21.054545454545455,29.854545454545452,25.395454545454548,1.6454545454545453
244.0,19.8,29.19090909090909,24.427272727272726,5.318181818181818
245.0,19.59090909090909,28.681818181818183,23.818181818181817,1.9272727272727275
246.0,20.063636363636363,30.572727272727274,24.886363636363637,0.8818181818181817
247.0,20.599999999999998,31.427272727272726,25.568181818181817,0.8272727272727273
248.0,20.90909090909091,30.218181818181815,25.5,0.3727272727272727
249.0,20.363636363636363,30.154545454545453,25.104545454545452,6.3090909090909095
250.0,19.5,29.545454545454547,24.318181818181817,8.200000000000001
251.0,18.481818181818184,29.145454545454548,23.61818181818182,1.8909090909090909
252.0,19.036363636363635,27.827272727272728,23.29090909090909,7.536363636363637
